Pavarde        Vardas         Galutinis      
Pavarde7285    Vardas7285     6.40           
Pavarde7286    Vardas7286     7.84           
Pavarde7287    Vardas7287     6.56           
Pavarde7288    Vardas7288     7.36           
Pavarde7289    Vardas7289     5.00           
Pavarde7291    Vardas7291     5.36           
Pavarde7292    Vardas7292     8.52           
Pavarde7294    Vardas7294     8.08           
Pavarde7297    Vardas7297     5.04           
Pavarde7298    Vardas7298     6.52           
Pavarde7300    Vardas7300     8.08           
Pavarde7301    Vardas7301     9.12           
Pavarde7304    Vardas7304     8.08           
Pavarde7305    Vardas7305     5.24           
Pavarde7306    Vardas7306     7.72           
Pavarde7307    Vardas7307     6.36           
Pavarde7308    Vardas7308     7.16           
Pavarde7310    Vardas7310     5.36           
Pavarde7311    Vardas7311     7.20           
Pavarde7312    Vardas7312     7.68           
Pavarde7314    Vardas7314     6.52           
Pavarde7315    Vardas7315     8.24           
Pavarde7318    Vardas7318     8.08           
Pavarde7320    Vardas7320     6.68           
Pavarde7322    Vardas7322     6.52           
Pavarde7323    Vardas7323     8.24           
Pavarde7324    Vardas7324     6.04           
Pavarde7325    Vardas7325     8.08           
Pavarde7327    Vardas7327     6.32           
Pavarde7328    Vardas7328     8.44           
Pavarde7329    Vardas7329     5.64           
Pavarde7331    Vardas7331     8.12           
Pavarde7332    Vardas7332     6.56           
Pavarde7333    Vardas7333     5.80           
Pavarde7334    Vardas7334     7.84           
Pavarde7335    Vardas7335     7.00           
Pavarde7336    Vardas7336     5.80           
Pavarde7338    Vardas7338     5.76           
Pavarde7340    Vardas7340     6.16           
Pavarde7341    Vardas7341     7.84           
Pavarde7344    Vardas7344     8.52           
Pavarde7346    Vardas7346     6.80           
Pavarde7347    Vardas7347     8.12           
Pavarde7348    Vardas7348     5.68           
Pavarde7349    Vardas7349     5.76           
Pavarde7350    Vardas7350     6.48           
Pavarde7351    Vardas7351     5.24           
Pavarde7352    Vardas7352     8.32           
Pavarde7354    Vardas7354     8.40           
Pavarde7355    Vardas7355     6.64           
Pavarde7359    Vardas7359     7.20           
Pavarde7361    Vardas7361     5.56           
Pavarde7364    Vardas7364     7.36           
Pavarde7365    Vardas7365     6.72           
Pavarde7366    Vardas7366     5.00           
Pavarde7370    Vardas7370     7.80           
Pavarde7371    Vardas7371     7.76           
Pavarde7374    Vardas7374     6.84           
Pavarde7375    Vardas7375     5.52           
Pavarde7376    Vardas7376     9.28           
Pavarde7377    Vardas7377     8.20           
Pavarde7378    Vardas7378     7.28           
Pavarde7379    Vardas7379     6.52           
Pavarde7381    Vardas7381     7.96           
Pavarde7386    Vardas7386     5.60           
Pavarde7387    Vardas7387     7.88           
Pavarde7390    Vardas7390     7.64           
Pavarde7393    Vardas7393     5.36           
Pavarde7394    Vardas7394     7.04           
Pavarde7395    Vardas7395     7.44           
Pavarde7396    Vardas7396     7.56           
Pavarde7397    Vardas7397     5.56           
Pavarde7398    Vardas7398     6.76           
Pavarde7399    Vardas7399     7.44           
Pavarde7400    Vardas7400     5.88           
Pavarde7402    Vardas7402     6.84           
Pavarde7403    Vardas7403     8.68           
Pavarde7404    Vardas7404     7.68           
Pavarde7405    Vardas7405     8.28           
Pavarde7407    Vardas7407     6.36           
Pavarde7409    Vardas7409     6.00           
Pavarde7410    Vardas7410     6.36           
Pavarde7411    Vardas7411     5.40           
Pavarde7414    Vardas7414     5.36           
Pavarde7415    Vardas7415     7.48           
Pavarde7416    Vardas7416     6.24           
Pavarde7418    Vardas7418     6.52           
Pavarde7421    Vardas7421     6.48           
Pavarde7423    Vardas7423     6.24           
Pavarde7425    Vardas7425     7.28           
Pavarde7426    Vardas7426     7.40           
Pavarde7427    Vardas7427     5.96           
Pavarde7429    Vardas7429     6.44           
Pavarde7434    Vardas7434     6.16           
Pavarde7435    Vardas7435     8.32           
Pavarde7436    Vardas7436     5.40           
Pavarde7437    Vardas7437     7.88           
Pavarde7438    Vardas7438     8.04           
Pavarde7440    Vardas7440     8.00           
Pavarde7441    Vardas7441     6.60           
Pavarde7443    Vardas7443     7.80           
Pavarde7444    Vardas7444     5.04           
Pavarde7446    Vardas7446     5.04           
Pavarde7448    Vardas7448     7.36           
Pavarde7449    Vardas7449     8.56           
Pavarde7450    Vardas7450     8.16           
Pavarde7452    Vardas7452     7.12           
Pavarde7454    Vardas7454     6.04           
Pavarde7456    Vardas7456     8.20           
Pavarde7458    Vardas7458     6.84           
Pavarde7459    Vardas7459     6.08           
Pavarde7460    Vardas7460     5.56           
Pavarde7462    Vardas7462     8.24           
Pavarde7464    Vardas7464     5.08           
Pavarde7465    Vardas7465     5.08           
Pavarde7467    Vardas7467     5.04           
Pavarde7469    Vardas7469     7.68           
Pavarde7471    Vardas7471     7.56           
Pavarde7472    Vardas7472     7.24           
Pavarde7473    Vardas7473     8.32           
Pavarde7474    Vardas7474     6.68           
Pavarde7475    Vardas7475     7.96           
Pavarde7478    Vardas7478     6.04           
Pavarde7479    Vardas7479     8.40           
Pavarde7480    Vardas7480     7.32           
Pavarde7483    Vardas7483     6.48           
Pavarde7484    Vardas7484     7.16           
Pavarde7487    Vardas7487     6.24           
Pavarde7488    Vardas7488     6.52           
Pavarde7491    Vardas7491     7.68           
Pavarde7492    Vardas7492     7.24           
Pavarde7494    Vardas7494     6.24           
Pavarde7498    Vardas7498     6.28           
Pavarde7501    Vardas7501     8.64           
Pavarde7503    Vardas7503     7.92           
Pavarde7506    Vardas7506     6.92           
Pavarde7510    Vardas7510     7.68           
Pavarde7511    Vardas7511     7.88           
Pavarde7512    Vardas7512     6.24           
Pavarde7514    Vardas7514     7.48           
Pavarde7516    Vardas7516     6.04           
Pavarde7521    Vardas7521     6.64           
Pavarde7523    Vardas7523     6.76           
Pavarde7525    Vardas7525     5.88           
Pavarde7529    Vardas7529     8.24           
Pavarde7531    Vardas7531     8.56           
Pavarde7532    Vardas7532     8.88           
Pavarde7535    Vardas7535     7.44           
Pavarde7536    Vardas7536     6.16           
Pavarde7537    Vardas7537     7.08           
Pavarde7538    Vardas7538     7.52           
Pavarde7539    Vardas7539     7.80           
Pavarde7543    Vardas7543     7.20           
Pavarde7545    Vardas7545     8.56           
Pavarde7548    Vardas7548     8.00           
Pavarde7549    Vardas7549     6.88           
Pavarde7550    Vardas7550     6.84           
Pavarde7552    Vardas7552     5.76           
Pavarde7553    Vardas7553     7.40           
Pavarde7555    Vardas7555     7.00           
Pavarde7556    Vardas7556     6.48           
Pavarde7557    Vardas7557     5.32           
Pavarde7558    Vardas7558     6.12           
Pavarde7559    Vardas7559     8.12           
Pavarde7560    Vardas7560     7.52           
Pavarde7561    Vardas7561     5.76           
Pavarde7562    Vardas7562     5.56           
Pavarde7563    Vardas7563     7.16           
Pavarde7565    Vardas7565     6.04           
Pavarde7567    Vardas7567     7.56           
Pavarde7571    Vardas7571     8.56           
Pavarde7573    Vardas7573     7.56           
Pavarde7575    Vardas7575     6.40           
Pavarde7576    Vardas7576     6.24           
Pavarde7577    Vardas7577     6.44           
Pavarde7579    Vardas7579     6.80           
Pavarde7580    Vardas7580     5.04           
Pavarde7581    Vardas7581     5.96           
Pavarde7583    Vardas7583     6.28           
Pavarde7584    Vardas7584     6.80           
Pavarde7587    Vardas7587     8.60           
Pavarde7590    Vardas7590     8.64           
Pavarde7593    Vardas7593     8.00           
Pavarde7594    Vardas7594     8.32           
Pavarde7595    Vardas7595     6.92           
Pavarde7596    Vardas7596     7.64           
Pavarde7597    Vardas7597     5.84           
Pavarde7598    Vardas7598     5.88           
Pavarde7599    Vardas7599     7.64           
Pavarde7600    Vardas7600     7.60           
Pavarde7601    Vardas7601     6.96           
Pavarde7602    Vardas7602     8.64           
Pavarde7604    Vardas7604     6.32           
Pavarde7605    Vardas7605     6.76           
Pavarde7610    Vardas7610     5.92           
Pavarde7612    Vardas7612     8.44           
Pavarde7613    Vardas7613     6.76           
Pavarde7614    Vardas7614     5.40           
Pavarde7615    Vardas7615     5.20           
Pavarde7616    Vardas7616     7.92           
Pavarde7617    Vardas7617     8.72           
Pavarde7620    Vardas7620     6.04           
Pavarde7623    Vardas7623     8.16           
Pavarde7624    Vardas7624     7.88           
Pavarde7626    Vardas7626     5.96           
Pavarde7630    Vardas7630     5.80           
Pavarde7631    Vardas7631     8.12           
Pavarde7632    Vardas7632     5.64           
Pavarde7633    Vardas7633     6.48           
Pavarde7634    Vardas7634     7.52           
Pavarde7636    Vardas7636     6.84           
Pavarde7638    Vardas7638     7.04           
Pavarde7639    Vardas7639     8.48           
Pavarde7641    Vardas7641     5.92           
Pavarde7643    Vardas7643     6.08           
Pavarde7645    Vardas7645     8.08           
Pavarde7646    Vardas7646     6.20           
Pavarde7647    Vardas7647     8.20           
Pavarde7648    Vardas7648     7.04           
Pavarde7650    Vardas7650     7.08           
Pavarde7651    Vardas7651     6.08           
Pavarde7653    Vardas7653     5.88           
Pavarde7654    Vardas7654     5.16           
Pavarde7657    Vardas7657     5.92           
Pavarde7659    Vardas7659     7.92           
Pavarde7660    Vardas7660     6.56           
Pavarde7661    Vardas7661     5.88           
Pavarde7662    Vardas7662     7.92           
Pavarde7663    Vardas7663     7.92           
Pavarde7667    Vardas7667     6.64           
Pavarde7668    Vardas7668     6.48           
Pavarde7671    Vardas7671     5.52           
Pavarde7672    Vardas7672     6.12           
Pavarde7673    Vardas7673     8.08           
Pavarde7674    Vardas7674     7.36           
Pavarde7675    Vardas7675     5.48           
Pavarde7676    Vardas7676     5.00           
Pavarde7681    Vardas7681     5.32           
Pavarde7683    Vardas7683     6.24           
Pavarde7684    Vardas7684     8.00           
Pavarde7685    Vardas7685     7.16           
Pavarde7686    Vardas7686     5.44           
Pavarde7689    Vardas7689     8.24           
Pavarde7690    Vardas7690     6.64           
Pavarde7692    Vardas7692     6.32           
Pavarde7693    Vardas7693     8.40           
Pavarde7694    Vardas7694     6.12           
Pavarde7695    Vardas7695     6.40           
Pavarde7698    Vardas7698     6.84           
Pavarde7699    Vardas7699     5.28           
Pavarde7701    Vardas7701     5.32           
Pavarde7702    Vardas7702     8.24           
Pavarde7708    Vardas7708     6.28           
Pavarde7710    Vardas7710     5.92           
Pavarde7712    Vardas7712     8.52           
Pavarde7714    Vardas7714     5.64           
Pavarde7716    Vardas7716     7.80           
Pavarde7718    Vardas7718     8.56           
Pavarde7719    Vardas7719     7.08           
Pavarde7725    Vardas7725     5.44           
Pavarde7726    Vardas7726     7.76           
Pavarde7727    Vardas7727     6.68           
Pavarde7728    Vardas7728     6.08           
Pavarde7729    Vardas7729     6.20           
Pavarde7730    Vardas7730     6.44           
Pavarde7732    Vardas7732     7.20           
Pavarde7733    Vardas7733     8.12           
Pavarde7734    Vardas7734     6.72           
Pavarde7735    Vardas7735     7.52           
Pavarde7737    Vardas7737     7.04           
Pavarde7738    Vardas7738     6.44           
Pavarde7740    Vardas7740     8.32           
Pavarde7741    Vardas7741     5.56           
Pavarde7742    Vardas7742     6.48           
Pavarde7745    Vardas7745     7.12           
Pavarde7746    Vardas7746     6.68           
Pavarde7747    Vardas7747     7.24           
Pavarde7748    Vardas7748     8.88           
Pavarde7750    Vardas7750     7.12           
Pavarde7751    Vardas7751     7.64           
Pavarde7752    Vardas7752     5.84           
Pavarde7753    Vardas7753     6.20           
Pavarde7755    Vardas7755     6.04           
Pavarde7756    Vardas7756     6.24           
Pavarde7757    Vardas7757     8.48           
Pavarde7760    Vardas7760     5.44           
Pavarde7761    Vardas7761     7.44           
Pavarde7762    Vardas7762     6.56           
Pavarde7764    Vardas7764     6.68           
Pavarde7766    Vardas7766     7.76           
Pavarde7768    Vardas7768     8.40           
Pavarde7772    Vardas7772     5.48           
Pavarde7773    Vardas7773     7.96           
Pavarde7777    Vardas7777     6.88           
Pavarde7778    Vardas7778     7.96           
Pavarde7779    Vardas7779     6.16           
Pavarde7780    Vardas7780     6.52           
Pavarde7781    Vardas7781     5.24           
Pavarde7782    Vardas7782     7.08           
Pavarde7783    Vardas7783     5.36           
Pavarde7784    Vardas7784     8.16           
Pavarde7785    Vardas7785     5.40           
Pavarde7787    Vardas7787     5.60           
Pavarde7789    Vardas7789     6.68           
Pavarde7790    Vardas7790     7.88           
Pavarde7794    Vardas7794     5.32           
Pavarde7795    Vardas7795     8.04           
Pavarde7797    Vardas7797     6.88           
Pavarde7799    Vardas7799     9.20           
Pavarde7800    Vardas7800     6.96           
Pavarde7802    Vardas7802     7.68           
Pavarde7807    Vardas7807     7.32           
Pavarde7810    Vardas7810     7.44           
Pavarde7811    Vardas7811     5.32           
Pavarde7812    Vardas7812     5.72           
Pavarde7813    Vardas7813     7.12           
Pavarde7814    Vardas7814     6.80           
Pavarde7815    Vardas7815     5.44           
Pavarde7818    Vardas7818     7.64           
Pavarde7819    Vardas7819     6.08           
Pavarde7822    Vardas7822     6.96           
Pavarde7823    Vardas7823     6.44           
Pavarde7824    Vardas7824     6.28           
Pavarde7827    Vardas7827     6.72           
Pavarde7828    Vardas7828     5.16           
Pavarde7832    Vardas7832     5.16           
Pavarde7833    Vardas7833     7.24           
Pavarde7834    Vardas7834     7.76           
Pavarde7835    Vardas7835     6.84           
Pavarde7837    Vardas7837     6.12           
Pavarde7842    Vardas7842     8.20           
Pavarde7844    Vardas7844     8.64           
Pavarde7846    Vardas7846     6.68           
Pavarde7847    Vardas7847     6.20           
Pavarde7849    Vardas7849     7.76           
Pavarde7850    Vardas7850     6.84           
Pavarde7852    Vardas7852     5.92           
Pavarde7853    Vardas7853     6.08           
Pavarde7854    Vardas7854     6.56           
Pavarde7856    Vardas7856     7.68           
Pavarde7857    Vardas7857     6.84           
Pavarde7862    Vardas7862     7.44           
Pavarde7863    Vardas7863     5.44           
Pavarde7866    Vardas7866     6.40           
Pavarde7868    Vardas7868     7.20           
Pavarde7869    Vardas7869     5.64           
Pavarde7870    Vardas7870     8.32           
Pavarde7871    Vardas7871     6.32           
Pavarde7872    Vardas7872     7.96           
Pavarde7873    Vardas7873     8.64           
Pavarde7876    Vardas7876     5.68           
Pavarde7878    Vardas7878     5.24           
Pavarde7879    Vardas7879     5.68           
Pavarde7880    Vardas7880     7.04           
Pavarde7881    Vardas7881     5.92           
Pavarde7883    Vardas7883     7.28           
Pavarde7884    Vardas7884     5.28           
Pavarde7888    Vardas7888     7.32           
Pavarde7889    Vardas7889     7.88           
Pavarde7890    Vardas7890     5.20           
Pavarde7891    Vardas7891     6.92           
Pavarde7893    Vardas7893     7.08           
Pavarde7897    Vardas7897     6.84           
Pavarde7898    Vardas7898     5.36           
Pavarde7900    Vardas7900     5.36           
Pavarde7901    Vardas7901     5.84           
Pavarde7903    Vardas7903     9.28           
Pavarde7904    Vardas7904     5.40           
Pavarde7906    Vardas7906     9.12           
Pavarde7907    Vardas7907     5.52           
Pavarde7908    Vardas7908     7.84           
Pavarde7911    Vardas7911     6.64           
Pavarde7912    Vardas7912     6.80           
Pavarde7913    Vardas7913     6.56           
Pavarde7914    Vardas7914     7.08           
Pavarde7916    Vardas7916     5.20           
Pavarde7917    Vardas7917     7.80           
Pavarde7918    Vardas7918     7.20           
Pavarde7919    Vardas7919     7.56           
Pavarde7920    Vardas7920     7.96           
Pavarde7922    Vardas7922     6.76           
Pavarde7923    Vardas7923     5.84           
Pavarde7925    Vardas7925     6.08           
Pavarde7926    Vardas7926     6.24           
Pavarde7927    Vardas7927     7.28           
Pavarde7928    Vardas7928     5.00           
Pavarde7929    Vardas7929     5.20           
Pavarde7930    Vardas7930     7.36           
Pavarde7931    Vardas7931     8.64           
Pavarde7932    Vardas7932     5.16           
Pavarde7933    Vardas7933     8.40           
Pavarde7934    Vardas7934     8.44           
Pavarde7937    Vardas7937     6.20           
Pavarde7939    Vardas7939     6.36           
Pavarde7941    Vardas7941     8.08           
Pavarde7943    Vardas7943     5.48           
Pavarde7946    Vardas7946     6.64           
Pavarde7948    Vardas7948     7.92           
Pavarde7949    Vardas7949     5.56           
Pavarde7950    Vardas7950     6.84           
Pavarde7952    Vardas7952     7.68           
Pavarde7954    Vardas7954     7.60           
Pavarde7958    Vardas7958     7.80           
Pavarde7961    Vardas7961     7.56           
Pavarde7962    Vardas7962     8.00           
Pavarde7963    Vardas7963     5.32           
Pavarde7964    Vardas7964     7.60           
Pavarde7965    Vardas7965     7.76           
Pavarde7966    Vardas7966     5.64           
Pavarde7969    Vardas7969     8.04           
Pavarde7970    Vardas7970     5.08           
Pavarde7973    Vardas7973     5.60           
Pavarde7975    Vardas7975     7.20           
Pavarde7978    Vardas7978     6.88           
Pavarde7979    Vardas7979     5.60           
Pavarde7980    Vardas7980     6.92           
Pavarde7981    Vardas7981     6.52           
Pavarde7983    Vardas7983     7.08           
Pavarde7984    Vardas7984     7.24           
Pavarde7985    Vardas7985     7.44           
Pavarde7988    Vardas7988     6.84           
Pavarde7989    Vardas7989     5.44           
Pavarde7990    Vardas7990     8.56           
Pavarde7991    Vardas7991     6.00           
Pavarde7992    Vardas7992     8.72           
Pavarde7994    Vardas7994     6.80           
Pavarde7995    Vardas7995     5.64           
Pavarde7997    Vardas7997     7.92           
Pavarde7998    Vardas7998     6.68           
Pavarde7999    Vardas7999     6.64           
Pavarde8000    Vardas8000     5.04           
Pavarde8001    Vardas8001     8.08           
Pavarde8003    Vardas8003     7.64           
Pavarde8005    Vardas8005     7.08           
Pavarde8010    Vardas8010     6.96           
Pavarde8011    Vardas8011     7.76           
Pavarde8013    Vardas8013     6.20           
Pavarde8014    Vardas8014     7.64           
Pavarde8015    Vardas8015     6.72           
Pavarde8019    Vardas8019     8.08           
Pavarde8020    Vardas8020     6.24           
Pavarde8021    Vardas8021     7.96           
Pavarde8022    Vardas8022     8.20           
Pavarde8023    Vardas8023     6.12           
Pavarde8025    Vardas8025     6.64           
Pavarde8026    Vardas8026     5.76           
Pavarde8027    Vardas8027     6.12           
Pavarde8028    Vardas8028     6.88           
Pavarde8029    Vardas8029     7.04           
Pavarde8032    Vardas8032     5.16           
Pavarde8033    Vardas8033     5.72           
Pavarde8037    Vardas8037     6.60           
Pavarde8038    Vardas8038     7.40           
Pavarde8039    Vardas8039     5.24           
Pavarde8040    Vardas8040     7.44           
Pavarde8041    Vardas8041     7.16           
Pavarde8042    Vardas8042     5.76           
Pavarde8043    Vardas8043     6.12           
Pavarde8044    Vardas8044     6.12           
Pavarde8046    Vardas8046     5.24           
Pavarde8048    Vardas8048     7.08           
Pavarde8049    Vardas8049     7.56           
Pavarde8051    Vardas8051     5.84           
Pavarde8052    Vardas8052     5.12           
Pavarde8053    Vardas8053     5.44           
Pavarde8055    Vardas8055     8.16           
Pavarde8056    Vardas8056     8.56           
Pavarde8058    Vardas8058     7.84           
Pavarde8060    Vardas8060     5.88           
Pavarde8062    Vardas8062     7.60           
Pavarde8063    Vardas8063     5.16           
Pavarde8065    Vardas8065     5.32           
Pavarde8067    Vardas8067     8.08           
Pavarde8069    Vardas8069     5.04           
Pavarde8073    Vardas8073     7.08           
Pavarde8074    Vardas8074     8.80           
Pavarde8079    Vardas8079     6.68           
Pavarde8080    Vardas8080     6.16           
Pavarde8082    Vardas8082     7.20           
Pavarde8083    Vardas8083     8.48           
Pavarde8084    Vardas8084     6.24           
Pavarde8087    Vardas8087     5.40           
Pavarde8088    Vardas8088     7.68           
Pavarde8089    Vardas8089     6.56           
Pavarde8090    Vardas8090     9.04           
Pavarde8091    Vardas8091     5.96           
Pavarde8095    Vardas8095     6.00           
Pavarde8096    Vardas8096     8.32           
Pavarde8099    Vardas8099     6.44           
Pavarde8100    Vardas8100     7.60           
Pavarde8102    Vardas8102     6.76           
Pavarde8103    Vardas8103     6.92           
Pavarde8105    Vardas8105     5.12           
Pavarde8107    Vardas8107     6.12           
Pavarde8108    Vardas8108     6.60           
Pavarde8109    Vardas8109     8.72           
Pavarde8110    Vardas8110     6.36           
Pavarde8112    Vardas8112     7.36           
Pavarde8113    Vardas8113     7.76           
Pavarde8116    Vardas8116     6.08           
Pavarde8118    Vardas8118     7.04           
Pavarde8119    Vardas8119     7.48           
Pavarde8124    Vardas8124     8.64           
Pavarde8125    Vardas8125     7.24           
Pavarde8127    Vardas8127     6.96           
Pavarde8128    Vardas8128     8.00           
Pavarde8131    Vardas8131     7.64           
Pavarde8133    Vardas8133     6.72           
Pavarde8135    Vardas8135     6.40           
Pavarde8136    Vardas8136     7.12           
Pavarde8138    Vardas8138     5.52           
Pavarde8141    Vardas8141     6.56           
Pavarde8144    Vardas8144     7.24           
Pavarde8148    Vardas8148     7.00           
Pavarde8150    Vardas8150     5.24           
Pavarde8151    Vardas8151     5.92           
Pavarde8154    Vardas8154     5.04           
Pavarde8156    Vardas8156     6.88           
Pavarde8159    Vardas8159     5.48           
Pavarde8160    Vardas8160     5.76           
Pavarde8161    Vardas8161     5.96           
Pavarde8162    Vardas8162     6.32           
Pavarde8163    Vardas8163     8.24           
Pavarde8165    Vardas8165     7.48           
Pavarde8166    Vardas8166     5.60           
Pavarde8169    Vardas8169     7.12           
Pavarde8170    Vardas8170     8.32           
Pavarde8171    Vardas8171     7.60           
Pavarde8172    Vardas8172     5.84           
Pavarde8173    Vardas8173     6.96           
Pavarde8174    Vardas8174     7.24           
Pavarde8176    Vardas8176     5.84           
Pavarde8177    Vardas8177     5.24           
Pavarde8178    Vardas8178     7.16           
Pavarde8179    Vardas8179     5.48           
Pavarde8180    Vardas8180     6.96           
Pavarde8182    Vardas8182     5.68           
Pavarde8183    Vardas8183     6.40           
Pavarde8184    Vardas8184     7.20           
Pavarde8185    Vardas8185     8.32           
Pavarde8186    Vardas8186     8.04           
Pavarde8187    Vardas8187     5.40           
Pavarde8188    Vardas8188     5.32           
Pavarde8189    Vardas8189     7.80           
Pavarde8191    Vardas8191     5.16           
Pavarde8192    Vardas8192     8.08           
Pavarde8194    Vardas8194     7.68           
Pavarde8195    Vardas8195     5.96           
Pavarde8198    Vardas8198     5.24           
Pavarde8204    Vardas8204     6.32           
Pavarde8205    Vardas8205     6.88           
Pavarde8206    Vardas8206     8.16           
Pavarde8207    Vardas8207     6.00           
Pavarde8208    Vardas8208     5.40           
Pavarde8209    Vardas8209     8.36           
Pavarde8210    Vardas8210     5.76           
Pavarde8212    Vardas8212     8.04           
Pavarde8217    Vardas8217     8.20           
Pavarde8220    Vardas8220     6.68           
Pavarde8221    Vardas8221     5.96           
Pavarde8223    Vardas8223     7.36           
Pavarde8224    Vardas8224     6.84           
Pavarde8226    Vardas8226     6.88           
Pavarde8228    Vardas8228     5.96           
Pavarde8230    Vardas8230     6.72           
Pavarde8231    Vardas8231     6.80           
Pavarde8234    Vardas8234     5.84           
Pavarde8235    Vardas8235     5.28           
Pavarde8238    Vardas8238     5.16           
Pavarde8240    Vardas8240     8.40           
Pavarde8241    Vardas8241     7.04           
Pavarde8244    Vardas8244     6.28           
Pavarde8245    Vardas8245     8.16           
Pavarde8248    Vardas8248     7.16           
Pavarde8251    Vardas8251     6.72           
Pavarde8253    Vardas8253     6.80           
Pavarde8257    Vardas8257     5.24           
Pavarde8260    Vardas8260     7.24           
Pavarde8261    Vardas8261     7.12           
Pavarde8262    Vardas8262     5.00           
Pavarde8263    Vardas8263     8.80           
Pavarde8264    Vardas8264     6.60           
Pavarde8269    Vardas8269     8.56           
Pavarde8272    Vardas8272     7.36           
Pavarde8273    Vardas8273     6.92           
Pavarde8274    Vardas8274     8.24           
Pavarde8278    Vardas8278     7.80           
Pavarde8279    Vardas8279     6.28           
Pavarde8280    Vardas8280     7.52           
Pavarde8282    Vardas8282     5.92           
Pavarde8283    Vardas8283     7.00           
Pavarde8284    Vardas8284     5.44           
Pavarde8285    Vardas8285     5.80           
Pavarde8286    Vardas8286     5.76           
Pavarde8289    Vardas8289     7.04           
Pavarde8290    Vardas8290     6.28           
Pavarde8294    Vardas8294     5.56           
Pavarde8296    Vardas8296     8.16           
Pavarde8297    Vardas8297     6.00           
Pavarde8299    Vardas8299     8.96           
Pavarde8300    Vardas8300     6.36           
Pavarde8302    Vardas8302     7.64           
Pavarde8303    Vardas8303     5.36           
Pavarde8304    Vardas8304     6.12           
Pavarde8307    Vardas8307     8.80           
Pavarde8309    Vardas8309     8.28           
Pavarde8311    Vardas8311     6.28           
Pavarde8313    Vardas8313     6.60           
Pavarde8314    Vardas8314     7.72           
Pavarde8315    Vardas8315     6.68           
Pavarde8320    Vardas8320     6.48           
Pavarde8321    Vardas8321     7.80           
Pavarde8326    Vardas8326     7.68           
Pavarde8329    Vardas8329     8.64           
Pavarde8330    Vardas8330     8.72           
Pavarde8331    Vardas8331     7.56           
Pavarde8332    Vardas8332     7.72           
Pavarde8333    Vardas8333     5.64           
Pavarde8334    Vardas8334     8.16           
Pavarde8335    Vardas8335     6.96           
Pavarde8337    Vardas8337     6.28           
Pavarde8338    Vardas8338     5.84           
Pavarde8340    Vardas8340     5.72           
Pavarde8341    Vardas8341     7.52           
Pavarde8342    Vardas8342     7.56           
Pavarde8345    Vardas8345     5.52           
Pavarde8346    Vardas8346     7.12           
Pavarde8348    Vardas8348     6.08           
Pavarde8349    Vardas8349     5.16           
Pavarde8350    Vardas8350     6.64           
Pavarde8351    Vardas8351     7.88           
Pavarde8353    Vardas8353     6.92           
Pavarde8356    Vardas8356     6.72           
Pavarde8357    Vardas8357     5.44           
Pavarde8358    Vardas8358     5.96           
Pavarde8360    Vardas8360     7.44           
Pavarde8363    Vardas8363     7.40           
Pavarde8364    Vardas8364     7.48           
Pavarde8365    Vardas8365     8.08           
Pavarde8368    Vardas8368     7.60           
Pavarde8369    Vardas8369     5.32           
Pavarde8370    Vardas8370     7.60           
Pavarde8372    Vardas8372     8.08           
Pavarde8376    Vardas8376     8.36           
Pavarde8377    Vardas8377     5.24           
Pavarde8378    Vardas8378     5.12           
Pavarde8379    Vardas8379     5.84           
Pavarde8380    Vardas8380     5.96           
Pavarde8381    Vardas8381     6.92           
Pavarde8383    Vardas8383     6.60           
Pavarde8384    Vardas8384     6.68           
Pavarde8388    Vardas8388     6.36           
Pavarde8389    Vardas8389     5.92           
Pavarde8390    Vardas8390     8.64           
Pavarde8394    Vardas8394     6.36           
Pavarde8396    Vardas8396     8.08           
Pavarde8397    Vardas8397     7.32           
Pavarde8398    Vardas8398     5.12           
Pavarde8402    Vardas8402     7.08           
Pavarde8403    Vardas8403     5.28           
Pavarde8404    Vardas8404     5.96           
Pavarde8406    Vardas8406     8.24           
Pavarde8408    Vardas8408     7.28           
Pavarde8410    Vardas8410     5.88           
Pavarde8412    Vardas8412     5.04           
Pavarde8413    Vardas8413     6.96           
Pavarde8417    Vardas8417     5.00           
Pavarde8422    Vardas8422     6.00           
Pavarde8423    Vardas8423     5.40           
Pavarde8425    Vardas8425     6.12           
Pavarde8426    Vardas8426     5.44           
Pavarde8429    Vardas8429     6.28           
Pavarde8431    Vardas8431     7.68           
Pavarde8432    Vardas8432     8.40           
Pavarde8433    Vardas8433     7.96           
Pavarde8437    Vardas8437     7.56           
Pavarde8441    Vardas8441     7.96           
Pavarde8442    Vardas8442     8.00           
Pavarde8443    Vardas8443     6.36           
Pavarde8449    Vardas8449     5.20           
Pavarde8450    Vardas8450     7.40           
Pavarde8451    Vardas8451     7.24           
Pavarde8452    Vardas8452     5.84           
Pavarde8453    Vardas8453     5.36           
Pavarde8454    Vardas8454     7.12           
Pavarde8455    Vardas8455     5.92           
Pavarde8457    Vardas8457     5.00           
Pavarde8459    Vardas8459     7.04           
Pavarde8461    Vardas8461     8.04           
Pavarde8462    Vardas8462     6.16           
Pavarde8464    Vardas8464     6.36           
Pavarde8465    Vardas8465     6.20           
Pavarde8466    Vardas8466     5.00           
Pavarde8467    Vardas8467     7.80           
Pavarde8469    Vardas8469     7.88           
Pavarde8470    Vardas8470     7.40           
Pavarde8471    Vardas8471     7.72           
Pavarde8472    Vardas8472     5.92           
Pavarde8473    Vardas8473     6.92           
