Pavarde        Vardas         Galutinis      
Pavarde7486    Vardas7486     2.84           
Pavarde7489    Vardas7489     3.24           
Pavarde7490    Vardas7490     4.16           
Pavarde7493    Vardas7493     4.56           
Pavarde7495    Vardas7495     2.92           
Pavarde7496    Vardas7496     3.36           
Pavarde7497    Vardas7497     2.96           
Pavarde7499    Vardas7499     4.64           
Pavarde7500    Vardas7500     4.32           
Pavarde7502    Vardas7502     4.32           
Pavarde7504    Vardas7504     2.52           
Pavarde7505    Vardas7505     2.20           
Pavarde7507    Vardas7507     4.04           
Pavarde7508    Vardas7508     4.96           
Pavarde7509    Vardas7509     4.24           
Pavarde7513    Vardas7513     3.88           
Pavarde7515    Vardas7515     2.76           
Pavarde7517    Vardas7517     4.08           
Pavarde7518    Vardas7518     4.48           
Pavarde7519    Vardas7519     3.24           
Pavarde7520    Vardas7520     3.00           
Pavarde7522    Vardas7522     3.48           
Pavarde7524    Vardas7524     3.44           
Pavarde7526    Vardas7526     3.64           
Pavarde7527    Vardas7527     3.80           
Pavarde7528    Vardas7528     3.12           
Pavarde7530    Vardas7530     3.00           
Pavarde7533    Vardas7533     3.08           
Pavarde7534    Vardas7534     2.96           
Pavarde7540    Vardas7540     2.04           
Pavarde7541    Vardas7541     2.72           
Pavarde7542    Vardas7542     3.80           
Pavarde7544    Vardas7544     3.64           
Pavarde7546    Vardas7546     4.28           
Pavarde7547    Vardas7547     4.84           
Pavarde7551    Vardas7551     4.36           
Pavarde7554    Vardas7554     3.80           
Pavarde7564    Vardas7564     4.28           
Pavarde7566    Vardas7566     2.84           
Pavarde7568    Vardas7568     2.92           
Pavarde7569    Vardas7569     3.96           
Pavarde7570    Vardas7570     3.88           
Pavarde7572    Vardas7572     4.44           
Pavarde7574    Vardas7574     4.28           
Pavarde7578    Vardas7578     3.16           
Pavarde7582    Vardas7582     3.12           
Pavarde7585    Vardas7585     3.84           
Pavarde7586    Vardas7586     4.36           
Pavarde7588    Vardas7588     3.32           
Pavarde7589    Vardas7589     4.48           
Pavarde7591    Vardas7591     3.48           
Pavarde7592    Vardas7592     3.44           
Pavarde7603    Vardas7603     3.20           
Pavarde7606    Vardas7606     3.44           
Pavarde7607    Vardas7607     4.84           
Pavarde7608    Vardas7608     3.80           
Pavarde7609    Vardas7609     4.28           
Pavarde7611    Vardas7611     4.64           
Pavarde7618    Vardas7618     3.84           
Pavarde7619    Vardas7619     2.44           
Pavarde7621    Vardas7621     4.28           
Pavarde7622    Vardas7622     3.96           
Pavarde7625    Vardas7625     2.36           
Pavarde7627    Vardas7627     4.68           
Pavarde7628    Vardas7628     4.64           
Pavarde7629    Vardas7629     4.92           
Pavarde7635    Vardas7635     4.60           
Pavarde7637    Vardas7637     3.12           
Pavarde7640    Vardas7640     3.52           
Pavarde7642    Vardas7642     1.96           
Pavarde7644    Vardas7644     4.72           
Pavarde7649    Vardas7649     4.44           
Pavarde7652    Vardas7652     4.16           
Pavarde7655    Vardas7655     4.28           
Pavarde7656    Vardas7656     2.96           
Pavarde7658    Vardas7658     4.56           
Pavarde7664    Vardas7664     3.16           
Pavarde7665    Vardas7665     4.12           
Pavarde7666    Vardas7666     4.80           
Pavarde7669    Vardas7669     3.44           
Pavarde7670    Vardas7670     2.64           
Pavarde7677    Vardas7677     3.04           
Pavarde7678    Vardas7678     2.76           
Pavarde7679    Vardas7679     4.00           
Pavarde7680    Vardas7680     3.88           
Pavarde7682    Vardas7682     3.68           
Pavarde7687    Vardas7687     4.12           
Pavarde7688    Vardas7688     2.52           
Pavarde7691    Vardas7691     4.08           
Pavarde7696    Vardas7696     2.76           
Pavarde7697    Vardas7697     3.20           
Pavarde7700    Vardas7700     3.60           
Pavarde7703    Vardas7703     4.44           
Pavarde7704    Vardas7704     3.28           
Pavarde7705    Vardas7705     3.36           
Pavarde7706    Vardas7706     2.40           
Pavarde7707    Vardas7707     2.52           
Pavarde7709    Vardas7709     3.00           
Pavarde7711    Vardas7711     4.84           
Pavarde7713    Vardas7713     3.96           
Pavarde7715    Vardas7715     4.08           
Pavarde7717    Vardas7717     3.44           
Pavarde7720    Vardas7720     3.68           
Pavarde7721    Vardas7721     4.12           
Pavarde7722    Vardas7722     2.52           
Pavarde7723    Vardas7723     4.72           
Pavarde7724    Vardas7724     4.32           
Pavarde7731    Vardas7731     3.20           
Pavarde7736    Vardas7736     3.12           
Pavarde7739    Vardas7739     4.60           
Pavarde7743    Vardas7743     3.04           
Pavarde7744    Vardas7744     2.28           
Pavarde7749    Vardas7749     3.68           
Pavarde7754    Vardas7754     3.88           
Pavarde7758    Vardas7758     4.96           
Pavarde7759    Vardas7759     1.96           
Pavarde7763    Vardas7763     2.76           
Pavarde7765    Vardas7765     2.92           
Pavarde7767    Vardas7767     4.48           
Pavarde7769    Vardas7769     4.36           
Pavarde7770    Vardas7770     3.44           
Pavarde7771    Vardas7771     3.76           
Pavarde7774    Vardas7774     2.52           
Pavarde7775    Vardas7775     2.12           
Pavarde7776    Vardas7776     4.52           
Pavarde7786    Vardas7786     4.08           
Pavarde7788    Vardas7788     4.36           
Pavarde7791    Vardas7791     4.12           
Pavarde7792    Vardas7792     2.72           
Pavarde7793    Vardas7793     4.96           
Pavarde7796    Vardas7796     4.60           
Pavarde7798    Vardas7798     4.48           
Pavarde7801    Vardas7801     2.72           
Pavarde7803    Vardas7803     4.44           
Pavarde7804    Vardas7804     3.64           
Pavarde7805    Vardas7805     3.72           
Pavarde7806    Vardas7806     2.84           
Pavarde7808    Vardas7808     4.36           
Pavarde7809    Vardas7809     4.72           
Pavarde7816    Vardas7816     3.64           
Pavarde7817    Vardas7817     4.00           
Pavarde7820    Vardas7820     3.72           
Pavarde7821    Vardas7821     4.36           
Pavarde7825    Vardas7825     4.20           
Pavarde7826    Vardas7826     4.00           
Pavarde7829    Vardas7829     4.80           
Pavarde7830    Vardas7830     4.72           
Pavarde7831    Vardas7831     3.36           
Pavarde7836    Vardas7836     3.04           
Pavarde7838    Vardas7838     2.28           
Pavarde7839    Vardas7839     4.92           
Pavarde7840    Vardas7840     4.00           
Pavarde7841    Vardas7841     3.56           
Pavarde7843    Vardas7843     4.64           
Pavarde7845    Vardas7845     3.04           
Pavarde7848    Vardas7848     3.64           
Pavarde7851    Vardas7851     3.72           
Pavarde7855    Vardas7855     4.16           
Pavarde7858    Vardas7858     2.52           
Pavarde7859    Vardas7859     2.52           
Pavarde7860    Vardas7860     4.28           
Pavarde7861    Vardas7861     3.52           
Pavarde7864    Vardas7864     2.76           
Pavarde7865    Vardas7865     4.88           
Pavarde7867    Vardas7867     3.28           
Pavarde7874    Vardas7874     3.84           
Pavarde7875    Vardas7875     3.80           
Pavarde7877    Vardas7877     4.60           
Pavarde7882    Vardas7882     3.92           
Pavarde7885    Vardas7885     4.88           
Pavarde7886    Vardas7886     2.56           
Pavarde7887    Vardas7887     2.72           
Pavarde7892    Vardas7892     3.88           
Pavarde7894    Vardas7894     2.76           
Pavarde7895    Vardas7895     4.20           
Pavarde7896    Vardas7896     3.44           
Pavarde7899    Vardas7899     3.16           
Pavarde7902    Vardas7902     3.28           
Pavarde7905    Vardas7905     3.48           
Pavarde7909    Vardas7909     3.60           
Pavarde7910    Vardas7910     4.72           
Pavarde7915    Vardas7915     3.28           
Pavarde7921    Vardas7921     4.48           
Pavarde7924    Vardas7924     4.52           
Pavarde7935    Vardas7935     3.60           
Pavarde7936    Vardas7936     4.72           
Pavarde7938    Vardas7938     3.36           
Pavarde7940    Vardas7940     3.32           
Pavarde7942    Vardas7942     3.76           
Pavarde7944    Vardas7944     4.56           
Pavarde7945    Vardas7945     3.56           
Pavarde7947    Vardas7947     4.00           
Pavarde7951    Vardas7951     3.08           
Pavarde7953    Vardas7953     2.36           
Pavarde7955    Vardas7955     2.44           
Pavarde7956    Vardas7956     4.32           
Pavarde7957    Vardas7957     4.68           
Pavarde7959    Vardas7959     3.92           
Pavarde7960    Vardas7960     4.40           
Pavarde7967    Vardas7967     3.20           
Pavarde7968    Vardas7968     4.68           
Pavarde7971    Vardas7971     4.00           
Pavarde7972    Vardas7972     2.68           
Pavarde7974    Vardas7974     4.68           
Pavarde7976    Vardas7976     4.88           
Pavarde7977    Vardas7977     4.92           
Pavarde7982    Vardas7982     2.84           
Pavarde7986    Vardas7986     3.88           
Pavarde7987    Vardas7987     4.44           
Pavarde7993    Vardas7993     2.68           
Pavarde7996    Vardas7996     3.28           
Pavarde8002    Vardas8002     2.40           
Pavarde8004    Vardas8004     3.80           
Pavarde8006    Vardas8006     2.64           
Pavarde8007    Vardas8007     3.20           
Pavarde8008    Vardas8008     3.20           
Pavarde8009    Vardas8009     4.60           
Pavarde8012    Vardas8012     4.16           
Pavarde8016    Vardas8016     4.56           
Pavarde8017    Vardas8017     4.68           
Pavarde8018    Vardas8018     2.96           
Pavarde8024    Vardas8024     3.80           
Pavarde8030    Vardas8030     3.64           
Pavarde8031    Vardas8031     4.36           
Pavarde8034    Vardas8034     4.20           
Pavarde8035    Vardas8035     3.96           
Pavarde8036    Vardas8036     4.68           
Pavarde8045    Vardas8045     3.96           
Pavarde8047    Vardas8047     2.84           
Pavarde8050    Vardas8050     3.12           
Pavarde8054    Vardas8054     3.80           
Pavarde8057    Vardas8057     4.48           
Pavarde8059    Vardas8059     4.64           
Pavarde8061    Vardas8061     2.36           
Pavarde8064    Vardas8064     4.60           
Pavarde8066    Vardas8066     3.16           
Pavarde8068    Vardas8068     3.32           
Pavarde8070    Vardas8070     2.68           
Pavarde8071    Vardas8071     4.16           
Pavarde8072    Vardas8072     3.48           
Pavarde8075    Vardas8075     1.80           
Pavarde8076    Vardas8076     4.92           
Pavarde8077    Vardas8077     3.80           
Pavarde8078    Vardas8078     4.56           
Pavarde8081    Vardas8081     3.64           
Pavarde8085    Vardas8085     3.56           
Pavarde8086    Vardas8086     3.04           
Pavarde8092    Vardas8092     4.08           
Pavarde8093    Vardas8093     4.64           
Pavarde8094    Vardas8094     4.20           
Pavarde8097    Vardas8097     3.68           
Pavarde8098    Vardas8098     4.56           
Pavarde8101    Vardas8101     3.92           
Pavarde8104    Vardas8104     3.72           
Pavarde8106    Vardas8106     4.64           
Pavarde8111    Vardas8111     4.64           
Pavarde8114    Vardas8114     3.32           
Pavarde8115    Vardas8115     2.28           
Pavarde8117    Vardas8117     3.20           
Pavarde8120    Vardas8120     4.12           
Pavarde8121    Vardas8121     3.72           
Pavarde8122    Vardas8122     3.36           
Pavarde8123    Vardas8123     2.36           
Pavarde8126    Vardas8126     4.16           
Pavarde8129    Vardas8129     4.52           
Pavarde8130    Vardas8130     3.68           
Pavarde8132    Vardas8132     3.76           
Pavarde8134    Vardas8134     3.96           
Pavarde8137    Vardas8137     3.40           
Pavarde8139    Vardas8139     3.40           
Pavarde8140    Vardas8140     3.56           
Pavarde8142    Vardas8142     3.68           
Pavarde8143    Vardas8143     3.96           
Pavarde8145    Vardas8145     3.64           
Pavarde8146    Vardas8146     4.08           
Pavarde8147    Vardas8147     2.72           
Pavarde8149    Vardas8149     2.40           
Pavarde8152    Vardas8152     3.00           
Pavarde8153    Vardas8153     4.84           
Pavarde8155    Vardas8155     3.84           
Pavarde8157    Vardas8157     2.12           
Pavarde8158    Vardas8158     4.88           
Pavarde8164    Vardas8164     4.40           
Pavarde8167    Vardas8167     3.40           
Pavarde8168    Vardas8168     4.64           
Pavarde8175    Vardas8175     4.76           
Pavarde8181    Vardas8181     4.24           
Pavarde8190    Vardas8190     4.96           
Pavarde8193    Vardas8193     3.76           
Pavarde8196    Vardas8196     3.24           
Pavarde8197    Vardas8197     4.52           
Pavarde8199    Vardas8199     2.68           
Pavarde8200    Vardas8200     4.56           
Pavarde8201    Vardas8201     3.88           
Pavarde8202    Vardas8202     2.76           
Pavarde8203    Vardas8203     4.76           
Pavarde8211    Vardas8211     4.48           
Pavarde8213    Vardas8213     3.60           
Pavarde8214    Vardas8214     3.88           
Pavarde8215    Vardas8215     4.64           
Pavarde8216    Vardas8216     2.60           
Pavarde8218    Vardas8218     3.00           
Pavarde8219    Vardas8219     3.68           
Pavarde8222    Vardas8222     3.52           
Pavarde8225    Vardas8225     3.24           
Pavarde8227    Vardas8227     4.24           
Pavarde8229    Vardas8229     2.12           
Pavarde8232    Vardas8232     4.48           
Pavarde8233    Vardas8233     2.80           
Pavarde8236    Vardas8236     3.12           
Pavarde8237    Vardas8237     3.88           
Pavarde8239    Vardas8239     2.52           
Pavarde8242    Vardas8242     4.60           
Pavarde8243    Vardas8243     2.36           
Pavarde8246    Vardas8246     2.84           
Pavarde8247    Vardas8247     3.84           
Pavarde8249    Vardas8249     3.96           
Pavarde8250    Vardas8250     4.04           
Pavarde8252    Vardas8252     3.48           
Pavarde8254    Vardas8254     3.04           
Pavarde8255    Vardas8255     4.28           
Pavarde8256    Vardas8256     2.68           
Pavarde8258    Vardas8258     2.60           
Pavarde8259    Vardas8259     4.48           
Pavarde8265    Vardas8265     2.12           
Pavarde8266    Vardas8266     3.28           
Pavarde8267    Vardas8267     3.00           
Pavarde8268    Vardas8268     4.64           
Pavarde8270    Vardas8270     3.56           
Pavarde8271    Vardas8271     4.04           
Pavarde8275    Vardas8275     2.60           
Pavarde8276    Vardas8276     4.36           
Pavarde8277    Vardas8277     4.04           
Pavarde8281    Vardas8281     3.20           
Pavarde8287    Vardas8287     3.76           
Pavarde8288    Vardas8288     3.76           
Pavarde8291    Vardas8291     3.52           
Pavarde8292    Vardas8292     3.80           
Pavarde8293    Vardas8293     4.28           
Pavarde8295    Vardas8295     3.96           
Pavarde8298    Vardas8298     3.08           
Pavarde8301    Vardas8301     2.52           
Pavarde8305    Vardas8305     2.64           
Pavarde8306    Vardas8306     3.92           
Pavarde8308    Vardas8308     4.80           
Pavarde8310    Vardas8310     3.28           
Pavarde8312    Vardas8312     4.60           
Pavarde8316    Vardas8316     3.56           
Pavarde8317    Vardas8317     4.84           
Pavarde8318    Vardas8318     3.60           
Pavarde8319    Vardas8319     1.80           
Pavarde8322    Vardas8322     3.36           
Pavarde8323    Vardas8323     2.76           
Pavarde8324    Vardas8324     3.60           
Pavarde8325    Vardas8325     4.88           
Pavarde8327    Vardas8327     3.80           
Pavarde8328    Vardas8328     3.36           
Pavarde8336    Vardas8336     4.68           
Pavarde8339    Vardas8339     3.88           
Pavarde8343    Vardas8343     3.76           
Pavarde8344    Vardas8344     4.00           
Pavarde8347    Vardas8347     3.68           
Pavarde8352    Vardas8352     2.48           
Pavarde8354    Vardas8354     4.84           
Pavarde8355    Vardas8355     3.92           
Pavarde8359    Vardas8359     4.76           
Pavarde8361    Vardas8361     4.24           
Pavarde8362    Vardas8362     3.40           
Pavarde8366    Vardas8366     3.80           
Pavarde8367    Vardas8367     3.00           
Pavarde8371    Vardas8371     4.44           
Pavarde8373    Vardas8373     4.20           
Pavarde8374    Vardas8374     3.56           
Pavarde8375    Vardas8375     3.32           
Pavarde8382    Vardas8382     3.00           
Pavarde8385    Vardas8385     2.96           
Pavarde8386    Vardas8386     3.36           
Pavarde8387    Vardas8387     3.36           
Pavarde8391    Vardas8391     3.20           
Pavarde8392    Vardas8392     3.64           
Pavarde8393    Vardas8393     4.00           
Pavarde8395    Vardas8395     4.60           
Pavarde8399    Vardas8399     3.84           
Pavarde8400    Vardas8400     4.84           
Pavarde8401    Vardas8401     4.12           
Pavarde8405    Vardas8405     3.04           
Pavarde8407    Vardas8407     4.36           
Pavarde8409    Vardas8409     3.00           
Pavarde8411    Vardas8411     3.76           
Pavarde8414    Vardas8414     4.84           
Pavarde8415    Vardas8415     3.92           
Pavarde8416    Vardas8416     4.96           
Pavarde8418    Vardas8418     4.24           
Pavarde8419    Vardas8419     4.12           
Pavarde8420    Vardas8420     2.36           
Pavarde8421    Vardas8421     4.84           
Pavarde8424    Vardas8424     4.00           
Pavarde8427    Vardas8427     4.56           
Pavarde8428    Vardas8428     4.60           
Pavarde8430    Vardas8430     4.72           
Pavarde8434    Vardas8434     2.72           
Pavarde8435    Vardas8435     4.68           
Pavarde8436    Vardas8436     3.64           
Pavarde8438    Vardas8438     4.84           
Pavarde8439    Vardas8439     4.28           
Pavarde8440    Vardas8440     4.00           
Pavarde8444    Vardas8444     3.36           
Pavarde8445    Vardas8445     4.44           
Pavarde8446    Vardas8446     3.48           
Pavarde8447    Vardas8447     4.32           
Pavarde8448    Vardas8448     3.80           
Pavarde8456    Vardas8456     3.92           
Pavarde8458    Vardas8458     3.84           
Pavarde8460    Vardas8460     3.36           
Pavarde8463    Vardas8463     2.76           
Pavarde8468    Vardas8468     4.24           
Pavarde8474    Vardas8474     4.60           
Pavarde8478    Vardas8478     2.68           
Pavarde8480    Vardas8480     4.72           
Pavarde8483    Vardas8483     3.92           
Pavarde8489    Vardas8489     2.68           
Pavarde8491    Vardas8491     4.04           
Pavarde8494    Vardas8494     4.88           
Pavarde8497    Vardas8497     3.08           
Pavarde8498    Vardas8498     3.24           
Pavarde8500    Vardas8500     3.60           
Pavarde8502    Vardas8502     1.88           
Pavarde8503    Vardas8503     4.28           
Pavarde8507    Vardas8507     3.04           
Pavarde8509    Vardas8509     2.72           
Pavarde8511    Vardas8511     4.48           
Pavarde8512    Vardas8512     3.60           
Pavarde8513    Vardas8513     1.64           
Pavarde8515    Vardas8515     4.08           
Pavarde8517    Vardas8517     4.36           
Pavarde8520    Vardas8520     4.48           
Pavarde8521    Vardas8521     4.88           
Pavarde8522    Vardas8522     4.08           
Pavarde8524    Vardas8524     3.44           
Pavarde8525    Vardas8525     3.48           
Pavarde8526    Vardas8526     4.80           
Pavarde8527    Vardas8527     4.96           
Pavarde8529    Vardas8529     3.04           
Pavarde8531    Vardas8531     2.76           
Pavarde8532    Vardas8532     3.00           
Pavarde8533    Vardas8533     3.56           
Pavarde8537    Vardas8537     4.80           
Pavarde8539    Vardas8539     4.56           
Pavarde8544    Vardas8544     4.00           
Pavarde8547    Vardas8547     4.16           
Pavarde8548    Vardas8548     4.72           
Pavarde8549    Vardas8549     3.72           
Pavarde8550    Vardas8550     3.12           
Pavarde8552    Vardas8552     3.84           
Pavarde8553    Vardas8553     2.88           
Pavarde8555    Vardas8555     3.12           
Pavarde8556    Vardas8556     4.40           
Pavarde8558    Vardas8558     3.36           
Pavarde8560    Vardas8560     4.48           
Pavarde8564    Vardas8564     4.04           
Pavarde8565    Vardas8565     3.80           
Pavarde8566    Vardas8566     3.88           
Pavarde8569    Vardas8569     4.68           
Pavarde8573    Vardas8573     3.36           
Pavarde8574    Vardas8574     3.88           
Pavarde8575    Vardas8575     3.20           
Pavarde8579    Vardas8579     3.44           
Pavarde8584    Vardas8584     4.68           
Pavarde8585    Vardas8585     4.92           
Pavarde8587    Vardas8587     4.76           
Pavarde8589    Vardas8589     4.08           
Pavarde8590    Vardas8590     2.76           
Pavarde8591    Vardas8591     3.36           
Pavarde8600    Vardas8600     3.04           
Pavarde8604    Vardas8604     2.96           
Pavarde8606    Vardas8606     3.00           
Pavarde8607    Vardas8607     4.16           
Pavarde8614    Vardas8614     4.24           
Pavarde8615    Vardas8615     4.48           
Pavarde8620    Vardas8620     4.32           
Pavarde8623    Vardas8623     4.80           
Pavarde8624    Vardas8624     4.92           
Pavarde8627    Vardas8627     4.32           
Pavarde8629    Vardas8629     3.20           
Pavarde8630    Vardas8630     4.32           
Pavarde8631    Vardas8631     4.80           
Pavarde8633    Vardas8633     3.28           
Pavarde8634    Vardas8634     4.04           
Pavarde8635    Vardas8635     4.96           
Pavarde8636    Vardas8636     3.40           
Pavarde8637    Vardas8637     2.52           
Pavarde8639    Vardas8639     4.88           
Pavarde8640    Vardas8640     4.80           
Pavarde8644    Vardas8644     4.76           
Pavarde8648    Vardas8648     2.84           
Pavarde8649    Vardas8649     3.40           
Pavarde8651    Vardas8651     2.04           
Pavarde8652    Vardas8652     4.60           
Pavarde8658    Vardas8658     2.04           
Pavarde8661    Vardas8661     3.44           
Pavarde8663    Vardas8663     3.92           
Pavarde8666    Vardas8666     4.12           
Pavarde8669    Vardas8669     4.92           
Pavarde8672    Vardas8672     3.36           
Pavarde8673    Vardas8673     2.44           
Pavarde8679    Vardas8679     2.92           
Pavarde8685    Vardas8685     3.52           
Pavarde8686    Vardas8686     4.72           
Pavarde8688    Vardas8688     4.36           
Pavarde8689    Vardas8689     4.96           
Pavarde8691    Vardas8691     3.88           
Pavarde8692    Vardas8692     3.36           
Pavarde8693    Vardas8693     4.08           
Pavarde8694    Vardas8694     3.16           
Pavarde8696    Vardas8696     4.56           
Pavarde8698    Vardas8698     2.96           
Pavarde8699    Vardas8699     4.48           
Pavarde8700    Vardas8700     3.96           
Pavarde8702    Vardas8702     4.96           
Pavarde8703    Vardas8703     3.52           
Pavarde8707    Vardas8707     2.68           
Pavarde8708    Vardas8708     4.32           
Pavarde8709    Vardas8709     2.60           
Pavarde8714    Vardas8714     3.88           
Pavarde8718    Vardas8718     4.40           
Pavarde8720    Vardas8720     2.76           
Pavarde8721    Vardas8721     4.84           
Pavarde8724    Vardas8724     2.44           
Pavarde8726    Vardas8726     3.36           
Pavarde8727    Vardas8727     3.00           
Pavarde8730    Vardas8730     3.32           
Pavarde8731    Vardas8731     4.08           
Pavarde8735    Vardas8735     3.80           
Pavarde8737    Vardas8737     4.56           
Pavarde8738    Vardas8738     2.40           
Pavarde8740    Vardas8740     4.88           
Pavarde8748    Vardas8748     3.88           
Pavarde8750    Vardas8750     4.04           
Pavarde8751    Vardas8751     3.92           
Pavarde8756    Vardas8756     3.68           
Pavarde8757    Vardas8757     4.32           
Pavarde8759    Vardas8759     3.44           
Pavarde8762    Vardas8762     4.04           
Pavarde8763    Vardas8763     3.44           
Pavarde8767    Vardas8767     3.60           
Pavarde8768    Vardas8768     2.60           
Pavarde8771    Vardas8771     3.56           
Pavarde8772    Vardas8772     3.36           
Pavarde8773    Vardas8773     4.44           
Pavarde8774    Vardas8774     4.40           
Pavarde8775    Vardas8775     3.88           
Pavarde8776    Vardas8776     4.56           
Pavarde8778    Vardas8778     3.92           
Pavarde8780    Vardas8780     3.08           
Pavarde8781    Vardas8781     4.12           
Pavarde8788    Vardas8788     3.00           
Pavarde8789    Vardas8789     4.04           
Pavarde8792    Vardas8792     4.92           
Pavarde8793    Vardas8793     3.44           
Pavarde8794    Vardas8794     4.80           
Pavarde8802    Vardas8802     4.72           
Pavarde8806    Vardas8806     3.08           
Pavarde8812    Vardas8812     4.88           
Pavarde8813    Vardas8813     4.04           
Pavarde8815    Vardas8815     3.56           
Pavarde8816    Vardas8816     3.24           
Pavarde8817    Vardas8817     1.56           
Pavarde8819    Vardas8819     2.48           
Pavarde8820    Vardas8820     3.56           
Pavarde8822    Vardas8822     4.56           
Pavarde8825    Vardas8825     3.52           
Pavarde8828    Vardas8828     4.48           
Pavarde8831    Vardas8831     2.84           
Pavarde8832    Vardas8832     4.84           
Pavarde8840    Vardas8840     2.84           
Pavarde8841    Vardas8841     2.20           
Pavarde8842    Vardas8842     4.80           
Pavarde8844    Vardas8844     3.00           
Pavarde8845    Vardas8845     2.12           
Pavarde8848    Vardas8848     3.04           
Pavarde8850    Vardas8850     4.04           
Pavarde8851    Vardas8851     4.40           
Pavarde8852    Vardas8852     3.40           
Pavarde8855    Vardas8855     2.52           
Pavarde8856    Vardas8856     2.80           
Pavarde8857    Vardas8857     2.52           
Pavarde8858    Vardas8858     3.24           
Pavarde8863    Vardas8863     2.16           
Pavarde8866    Vardas8866     2.60           
Pavarde8869    Vardas8869     2.52           
Pavarde8870    Vardas8870     1.80           
Pavarde8871    Vardas8871     3.60           
Pavarde8872    Vardas8872     4.96           
Pavarde8873    Vardas8873     3.28           
Pavarde8874    Vardas8874     3.76           
Pavarde8878    Vardas8878     4.52           
Pavarde8879    Vardas8879     3.16           
Pavarde8882    Vardas8882     3.92           
Pavarde8884    Vardas8884     4.96           
Pavarde8886    Vardas8886     4.00           
Pavarde8890    Vardas8890     4.28           
Pavarde8894    Vardas8894     3.32           
Pavarde8896    Vardas8896     3.16           
Pavarde8899    Vardas8899     4.64           
Pavarde8900    Vardas8900     4.28           
Pavarde8901    Vardas8901     2.44           
Pavarde8903    Vardas8903     4.92           
Pavarde8907    Vardas8907     4.16           
Pavarde8914    Vardas8914     2.64           
Pavarde8915    Vardas8915     3.00           
Pavarde8916    Vardas8916     3.88           
Pavarde8920    Vardas8920     4.96           
Pavarde8924    Vardas8924     3.28           
Pavarde8925    Vardas8925     4.80           
Pavarde8929    Vardas8929     3.60           
Pavarde8930    Vardas8930     3.52           
Pavarde8933    Vardas8933     4.04           
Pavarde8935    Vardas8935     3.00           
Pavarde8936    Vardas8936     2.36           
Pavarde8939    Vardas8939     2.12           
Pavarde8942    Vardas8942     4.72           
Pavarde8946    Vardas8946     4.48           
Pavarde8947    Vardas8947     3.80           
Pavarde8949    Vardas8949     4.56           
Pavarde8950    Vardas8950     2.56           
Pavarde8951    Vardas8951     3.84           
Pavarde8952    Vardas8952     3.64           
Pavarde8953    Vardas8953     2.68           
Pavarde8955    Vardas8955     2.36           
Pavarde8958    Vardas8958     4.56           
Pavarde8959    Vardas8959     3.84           
Pavarde8960    Vardas8960     3.36           
Pavarde8962    Vardas8962     2.60           
Pavarde8964    Vardas8964     3.40           
Pavarde8965    Vardas8965     4.40           
Pavarde8970    Vardas8970     4.08           
Pavarde8972    Vardas8972     4.48           
Pavarde8973    Vardas8973     3.36           
Pavarde8975    Vardas8975     4.84           
Pavarde8977    Vardas8977     1.96           
Pavarde8979    Vardas8979     3.44           
Pavarde8981    Vardas8981     3.72           
Pavarde8984    Vardas8984     4.72           
Pavarde8990    Vardas8990     2.96           
Pavarde8991    Vardas8991     3.12           
Pavarde8993    Vardas8993     4.84           
Pavarde8995    Vardas8995     4.56           
Pavarde8997    Vardas8997     2.84           
Pavarde8998    Vardas8998     2.28           
Pavarde9004    Vardas9004     4.56           
Pavarde9007    Vardas9007     2.60           
Pavarde9012    Vardas9012     4.72           
Pavarde9015    Vardas9015     2.76           
Pavarde9022    Vardas9022     3.72           
Pavarde9024    Vardas9024     3.80           
Pavarde9029    Vardas9029     3.72           
Pavarde9031    Vardas9031     2.44           
Pavarde9032    Vardas9032     4.52           
Pavarde9033    Vardas9033     4.56           
Pavarde9034    Vardas9034     3.40           
Pavarde9037    Vardas9037     3.92           
Pavarde9042    Vardas9042     3.72           
Pavarde9043    Vardas9043     3.68           
Pavarde9046    Vardas9046     3.48           
Pavarde9049    Vardas9049     4.80           
Pavarde9051    Vardas9051     4.40           
Pavarde9055    Vardas9055     3.72           
Pavarde9056    Vardas9056     4.36           
Pavarde9057    Vardas9057     3.28           
Pavarde9063    Vardas9063     4.72           
Pavarde9064    Vardas9064     1.96           
Pavarde9068    Vardas9068     2.68           
Pavarde9070    Vardas9070     3.00           
Pavarde9072    Vardas9072     2.68           
Pavarde9076    Vardas9076     4.80           
Pavarde9078    Vardas9078     4.36           
Pavarde9079    Vardas9079     4.08           
Pavarde9080    Vardas9080     4.84           
Pavarde9082    Vardas9082     4.76           
Pavarde9084    Vardas9084     3.88           
Pavarde9086    Vardas9086     4.04           
Pavarde9087    Vardas9087     1.80           
Pavarde9088    Vardas9088     2.64           
Pavarde9089    Vardas9089     2.76           
Pavarde9090    Vardas9090     4.44           
Pavarde9102    Vardas9102     4.00           
Pavarde9103    Vardas9103     2.44           
Pavarde9104    Vardas9104     4.96           
Pavarde9105    Vardas9105     2.40           
Pavarde9107    Vardas9107     3.12           
Pavarde9110    Vardas9110     4.20           
Pavarde9114    Vardas9114     3.04           
Pavarde9115    Vardas9115     3.36           
Pavarde9116    Vardas9116     4.00           
Pavarde9118    Vardas9118     3.20           
Pavarde9119    Vardas9119     4.68           
Pavarde9120    Vardas9120     2.92           
Pavarde9121    Vardas9121     4.08           
Pavarde9122    Vardas9122     4.76           
